Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,,Longitude,,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
HAWAII_PALNS08,10-091003,451,NULL,05-53.719 N,,162-01.229 W,,718,10/3/2009,6/3/2010,R,200,20,5,1,10/5/2009,0:00:01,11/12/2009,8:23:46,38
HAWAII_PALNS09,10-100607,598,NULL,05-53.690 N,,162-02.224 W,,700,6/11/2010,8/24/2010,R,200,0,0,0,6/12/2010,0:00:01,8/25/2010,2:08:46,74
HAWAII_PALNS10,10-100825,598,NULL,05-53.705 N,,162-02.240 W,,700,8/25/2010,TBD,R,200,0,0,0,8/27/2010,0:00:00,12/9/2010,16:06:15,104
HAWAII_PHRA01,36-091002,487,2.01A,27-43.517 N,,175-38.287 W,,753,10/2/2009,5/24/2010,R,200,20,5,0,10/20/2009,0:00:00,5/24/2010,0:42:30,217
HAWAII_PHRA02,24-100510,595,NULL,27-43.620 N,,175-37.946 W,,752,5/24/2010,8/13/2010,R,200,0,0,0,6/1/2010,0:00:00,9/17/2010,12:10:00,108
HAWAII_PHRA04,44-110411,593,NULL,27-43.519 N,,175-38.257 W,,550,4/11/2011,NULL,R,200,0,0,0,4/12/2011,0:00:00,7/29/2011,10:50:00,108
HAWAII_PHRA05,15-110813,593,2.02R,27-43.521 N,,175-38.250 W,,750,8/13/2011,7/24/2012,R,200,8,5,0,8/15/2011,0:00:00,1/7/2012,10:03:45,146
HAWAII_PHRA06,44-120724,593,2.02S,27-43.509 N,,175-38.309 W,,780,7/24/2012,5/29/2013,R,200,25,5,1,8/1/2012,0:00:00,5/29/2013,7:42:30,301
HAWAII_PHRA07,57-130513,668,2.02S,27-44.462 N,,175-33.588 W,,985,5/3/2013,NULL,R,200,40,5,0,NULL,NULL,NULL,NULL,NULL
HAWAII_PHRA08,NULL,716,NULL,NULL,,NULL,,985,8/26/2014,NULL,R,200,20,5,0,9/12/2014,0:00:00,7/16/2015,15:20:00,307.6
HAWAII_PHRA_09,54-160814,675,NULL,NULL,,NULL,,915,10/15/2015,NULL,R,200,30,5,0,10/15/2015,0:00:00,8/14/2016,2:33:45,304.1
HAWAII_PHRA_10,44-160814,678,2.02S,27-44.459 N,,175-33.627 W,,915,8/14/2016,11/8/2017,R,200,30,5,1,8/20/2016,0:00:00,3/14/2017,15:03:45,206.6
SOCAL_PS01,12-061003,305,1.17,36-17.946 N,,122-23.628 W,,1392,10/3/2006,NULL,R,200,15,5,0,10/3/2006,12:00:00,1/16/2007,13:24:28,106
SOCAL_PS02,20-070122,307,NULL,36-17.924 N,,122-23.583 W,,1390,1/24/2007,7/17/2007,R,200,15,5,0,1/25/2007,0:00:00,6/4/2007,21:20:00,131
SOCAL_PS03,12-070717,305,1.17*,36-17.921 N,,122-23.598 W,,1386,1/17/2007,1/24/2008,R,200,20,5,0,7/19/2007,0:00:00,10/29/2007,13:45:00,103
SOCAL_PS04,20-080124,400,1.17*,36-18.876 N,,122-23.465 W,,1386,1/24/2008,8/2/2008,R,200,20,5,1,1/25/2008,0:00:00,7/8/2008,1:45:00,166
SOCAL_PS05,12-080801,305,1.17*,36-23.427 N,,122-18.351 W,,833,8/1/2008,1/29/2009,R,200,15,5,0,8/4/2008,0:00:00,1/6/2009,4:04:08,156
SOCAL_PS06,20-090129,484,1.17*,36-17.921 N,,122-23.598 W,,1386,1/29/2009,4/30/2009,R,200,10,5,0,2/1/2009,0:00:00,5/7/2009,8:50:00,95
SOCAL_PS07,12-090430,486,NULL,36-23.336 N,,122-18.409 W,,847,4/30/2009,9/22/2009,R,200,15,5,0,5/1/2009,0:00:00,9/22/2009,4:16:15,144.2
SOCAL_PS08,20-090922,484,NULL,36-23.367 N,,122-18.457 W,,843,9/22/2009,NULL,R,200,10,5,0,9/23/2009,0:00:00,1/6/2010,18:53:24,105
SOCAL_PS09,12-100225,486,2.01A,36-23.479 N,,122-18.450 W,,837,2/25/2010,NULL,R,200,25,5,0,2/26/2010,0:00:00,11/3/2010,22:08:45,250
SOCAL_PS11,12-110620,627,NULL,36-23.472 N,,122-18.419 W,,850,6/20/2011,NULL,R,200,10,5,0,6/21/2011,0:00:00,4/7/2012,6:33:45,291
SOCAL_PS12,20-111129,641,NULL,36-17.945 N,,122-23.633 W,,1412,11/29/2011,NULL,R,200,5,5,0,11/30/2011,0:00:00,6/24/2012,12:20:00,207
HAWAII_SaipanA01,24-100310,594,NULL,15-18.998 N,,145-27.542 E,,689,3/10/2010,4/2/2011,R,200,40,5,0,3/5/2010,0:00:00,8/25/2010,17:23:45,203
HAWAII_SaipanA02,24-110405,594,2.02S,15-19.026 N,,145-27.463 E,,696,4/30/2011,6/18/2012,R,200,20,5,0,4/27/2011,0:00:00,10/20/2011,3:23:45,177
HAWAII_SaipanA03,24-120619,583,2.02S,15-19.067 N,,145-27.421 E,,696,8/19/2012,7/14/2013,R,200,6,5,1,6/20/2012,0:00:00,3/8/2013,14:36:00,261
HAWAII_SaipanA04,24-130720,651,2.02S,15-19.275 N,,145-27.260 E,,600,7/13/2013,6/14/2014,R,200,7,5,1,7/23/2013,0:00:00,1/17/2014,17:10:30,178.7
HAWAII_SaipanA05,24-140615,695,2.02S,15-19.275 N,,145-27.260 E,,600,6/15/2014,NULL,R,200,7,5,0,6/18/2014,0:00:00,4/17/2015,20:04:45,303.8
HAWAII_Saipan_A_06,30-150511,668,2.02S,15-19.046 N,,145-27.433 E,,696,5/11/2015,5/18/2016,R,200,7,5,1,5/13/2015,0:00:00,5/2/2016,18:52:30,355.8
HAWAII_Saipan_A_07,30-160527,691,NULL,15-19.003 N,,145-27.260 E,,696,5/27/2016,5/17/2017,R,200,7,5,1,5/30/2016,0:00:00,5/17/2017,23:47:30,353
HAWAII_Saipan_A_08,142-170526,863,2.86,15-19.021 N,,145-27.443 E,,329,5/26/2017,7/10/2018,R,200,7,5,0,5/29/2017,0:00:00,6/2/2018,0:17:00,369
SOCAL_SBGrayA01,43-100301,578,2.02Q,34-23.401 N,,119-52.999 W,,56,3/1/2010,4/7/2010,R,200,0,0,0,3/1/2010,20:00:00,4/7/2010,19:48:45,37
SOCAL_SBGrayA02,43-100407,578,2.02Q,34-23.389 N,,119-52.961 W,,55,4/7/2010,5/25/2010,R,200,0,0,0,4/8/2010,3:36:15,5/25/2010,7:02:29,48
SDT_BF_01,89-170728,887,2.02AA2,32-51.718 N,,117-36.448 W,,915,7/27/2017,11/13/2017,R,20,0,0,0,7/28/2017,0:00:00,11/13/2017,20:05:00,108.8
SDT_DP_01,71-170803,892,2.02AA2,32-51.494 N,,117-27.172 W,,610,8/3/2017,11/15/2017,R,20,0,0,0,8/5/2017,0:00:00,11/15/2017,18:15:00,102.8
SDT_GR_01,69-170731,890,2.02AA2,32-49.220 N,,117-41.800 W,,1082,7/31/2017,11/13/2017,R,20,0,0,0,8/1/2017,0:00:00,11/13/2017,19:00:00,104.8
SDT_HP_01,34-170731,885,2.02AA2,32-45.597 N,,117-39.302 W,,1044,7/31/2017,11/13/2017,R,20,0,0,0,8/1/2017,0:00:00,11/13/2017,15:52:30,104.7
SDT_PR_01,37-170803,888,2.02AA2,32-54.885 N,,117-29.772 W,,735,8/3/2017,11/15/2017,R,20,0,0,0,8/5/2017,0:00:00,11/15/2017,17:25:00,102.7
SDT_SL_01,92-170727,886,2.02AA2,32-47.916 N,,117-34.489 W,,943,7/27/2017,11/15/2017,R,20,0,0,0,7/28/2017,0:00:00,11/8/2017,3:50:00,103.2
SDT_SW_01,27-170731,884,2.02AA2,32-42.502 N,,117-45.800 W,,302,7/31/2017,11/13/2017,R,20,0,0,0,8/1/2017,0:00:00,11/13/2017,17:57:30,104.7
SDT_SZ_01,58-170803,893,2.02AA2,32-49.691 N,,117-30.947 W,,823,8/3/2017,11/15/2017,R,20,0,0,0,8/5/2017,0:00:00,11/15/2017,16:35:00,102.7
SDT_WQ_01,25-170731,889,NULL,32-46.301 N,,117-47.905 W,,295,7/31/2017,11/13/2017,R,20,0,0,0,8/1/2017,0:00:00,11/13/2017,17:57:30,104.7
Socal01-A,07-050813,110,1.17,33-15.127 N,,118-15.044 W,,318,8/13/2005,10/4/2005,R,200,0,0,0,8/13/2005,12:00:00,9/27/2005,17:20:00,46
Socal01-B,13-050813,311,1.17,34-16.434 N,,120-01.499 W,,600,8/13/2005,?,R,200,0,0,0,8/15/2005,12:00:00,9/29/2005,17:18:45,45
Socal01-C,10-050814,112,1.17,34-18.992 N,,120-48.304 W,,730,8/14/2005,?,R,200,0,0,0,8/13/2005,0:00:00,9/28/2005,17:18:45,46
Socal02-A,02-051004,201,1.17B,33-15.101 N,,118-15.148 W,,339,10/4/2005,5/3/2006,R,200,15,5,0,10/5/2005,2:00:00,1/26/2006,23:09:28,114
Socal02-B,08-051005,200,1.17,34-16.480 N,,120-01.414 W,,580,10/5/2005,5/14/2006,R,200,15,5,0,10/5/2005,18:00:00,1/24/2006,22:09:28,112
Socal02-C,07-051006,202,1.17,34-18.950 N,,120-48.053 W,,828,10/6/2005,?,R,200,15,5,0,10/6/2005,2:00:00,1/17/2006,1:09:28,104
Socal03-D,60514,308,NULL,33-48.992 N,,121-50.590 W,,360,5/15/2006,9/27/2006,R,200,0,0,0,5/15/2006,5:00:00,7/8/2006,11:20:00,55
Socal04-A,07-060710,302,1.17,33-15.114 N,,118-15.110 W,,335,7/10/2006,9/1/2006,R,200,10,5,0,7/10/2006,0:00:00,9/1/2006,1:00:14,53
Socal05-A,14-060901,306,1.17,33 15.140 N,,118-15.130 W,,335,9/1/2006,11/7/2006,R,200,0,0,0,9/1/2006,2:00:00,10/25/2006,8:20:00,55
Socal05-C,18-060901,307,1.17B,34 18.950 N,,120-48.053 W,,800,9/1/2006,1/19/2007,R,200,0,0,0,9/2/2006,0:00:00,10/23/2006,17:14:49,52
Socal05-E,16-060901,302,1.17,32-39.066 N,,119-28.851 W,,1330,9/2/2006,11/5/2006,R,200,0,0,0,9/3/2006,0:00:00,10/27/2006,18:20:00,55
Socal07-E,21-061026,301,1.17B,32-38.993 N,,119-29.009 W,,1330,10/26/2007,5/9/2007,R,200,20,5,1,10/27/2006,5:00:00,2/27/2007,18:04:28,124
Socal08-A,02-061107,309,1.17B,33-15.170 N,,118-15.175 W,,330,11/7/2006,1/20/2007,R,200,0,0,0,11/8/2006,0:00:00,1/1/2007,6:20:00,55
Socal09-B,14-061117,325,1.17*,34-16.469 N,,120-01.372 W,,582,11/17/2006,1/19/2007,R,200,0,0,0,11/18/2006,0:00:00,1/9/2007,0:37:30,53
Socal10-A,23-070120,345,1.17B,33-15.098 N,,118-14.992 W,,323,1/20/2007,3/8/2007,R,200,0,0,0,1/20/2007,18:00:00,3/9/2007,18:42:32,49
Socal10-C,25-070119,325,1.17B,34-18.621 N,,120-47.925 W,,766,1/19/2007,3/26/2007,R,200,0,0,0,1/19/2007,18:00:00,3/15/2007,12:20:00,56
Socal10-G,22-070118,351,1.17B,32-55.507 N,,118-36.307 W,,303,1/18/2007,1/18/2007,R,200,10,5,0,1/18/2007,12:00:00,4/28/2007,16:43:45,101
Socal11-B,24-070225,309,1.17B,34-16.500 N,,120-01.520 W,,581,2/25/2007,4/21/2007,R,200,0,0,0,2/25/2007,19:00:00,4/21/2007,13:18:45,56
Socal12-A,11-070308,352,1.17,33-15.147 N,,118-14.991 W,,200,3/8/2007,3/8/2007,R,200,0,0,1,4/2/2007,0:00:00,4/26/2007,7:04:54,24
Socal12-B,11-070403,356,1.17,33-15.149 N,,118-14.991 W,,200,4/3/2007,5/9/2007,R,200,0,0,0,3/9/2007,0:00:00,4/26/2007,7:05:57,49
Socal13-C,25-070326,325,1.17B,34-18.598 N,,120-47.890 W,,768,3/26/2007,7/11/2007,R,200,10,5,0,3/26/2007,23:30:00,7/12/2007,18:55:00,109
Socal14-A,23-070509,354,1.17B,33-14.861 N,,118-15.835 W,,577,5/9/2007,7/10/2007,R,200,0,0,1,5/9/2007,7:00:00,7/10/2007,12:18:45,63
Socal14-B,21-070509,356,1.17B,34-16.506 N,,120-01.505 W,,600,5/9/2007,6/17/2008,R,200,0,0,0,5/11/2007,6:00:00,7/4/2007,12:18:45,55
Socal14-E,22-070509,351,1.17B,32-39.415 N,,119-28.405 W,,1316,5/9/2007,10/23/2007,R,200,20,5,1,6/2/2007,0:00:00,10/23/2007,16:45:00,143
Socal14-G,18-070509,325,1.17B,32-55.552 N,,118-37.187 W,,485,5/9/2007,7/22/2007,R,200,0,0,1,5/9/2007,12:00:00,7/2/2007,18:18:45,55
Socal15-A,24-070710,400,1.17B,33-15.027 N,,118-14.991 W,,339,7/10/2007,10/21/2007,R,200,0,0,1,7/11/2007,0:00:00,9/3/2007,6:15:00,55
Socal16-B,23-070713,325,1.17B,34-16.519 N,,120-01.443 W,,500,7/13/2007,10/29/2007,R,200,10,5,1,7/13/2007,22:00:00,10/29/2007,9:50:00,108
Socal16-C,14-070712,401,1.17*,34-18.477 N,,120-47.796 W,,770,7/12/2007,10/29/2007,R,200,10,5,1,7/12/2007,22:00:00,10/18/2007,9:45:00,99
Socal18-D,11-070725,,1.17*,33-50.253 N,,121-51.269 W,,3630,7/25/2007,12/19/2008,R,200,15,5,0,7/24/2007,20:00:00,10/15/2007,15:32:30,84
Socal18-G,17-070723,405,1.17*,32-55.605 N,,118-37.254 W,,480,7/23/2007,10/22/2007,R,200,0,0,0,7/23/2007,6:00:00,9/15/2007,12:18:45,55
Socal18-H,18-070723,407,1.17B,32-50.813 N,,119-10.600 W,,1013,7/23/2007,10/23/2007,R,200,0,0,0,7/24/2007,0:00:00,9/16/2007,6:18:45,55
Socal19-A,24-071022,425,1.17B,33-15.039 N,,118-14.963 W,,318,10/22/2007,10/22/2007,R,200,0,0,0,10/22/2007,12:00:00,12/15/2007,18:18:45,55
Socal19-E,17-071023,405,1.17,32-39.412 N,,119-28.412 W,,1288,10/23/2007,8/2/2008,R,200,20,5,1,10/23/2007,12:00:00,3/23/2008,0:22:00,152
Socal19-G,02-071022,413,1.17B,32-55.602 N,,118-37.248 W,,471,10/22/2007,1/12/2008,R,200,0,0,0,10/22/2007,12:00:00,12/15/2007,18:18:45,55
Socal22-A,25-071213,429,1.17B,33-15.107 N,,118-14.897 W,,308,12/13/2007,2/8/2008,R,200,0,0,1,12/13/2007,8:00:00,12/24/2007,16:29:49,12
Socal23-G,14-080113,426,1.17B,32-55.619 N,,118-38.135 W,,458,1/13/2008,6/3/2008,R,200,15,5,1,1/13/2008,8:00:00,5/25/2008,17:05:00,133
Socal23-H,19-080112,428,1.17B,32-50.782 N,,119-10.551 W,,1015,1/12/2008,6/3/2008,R,200,15,5,1,1/13/2008,0:00:00,2/3/2008,7:35:45,22
Socal24-A2,02-080208,414,1.17B,33-13.783 N,,118-16.146 W,,1100,2/8/2008,4/11/2008,R,200,0,0,0,2/9/2008,0:00:00,3/30/2008,21:00:00,51
Socal25-A2,24-080411,450,1.17B,33-13.812 N,,118-16.442 W,,1100,4/11/2008,6/3/2008,R,200,0,0,0,4/12/2008,0:00:00,6/1/2008,8:58:45,51
Socal26-A2,05-080603,500,2.00Q,33-13.764 N,,118-16.474 W,,1139,6/3/2008,8/1/2008,R,200,0,0,1,6/4/2008,6:00:00,7/25/2008,2:53:00,51
Socal26-B,02-080606,451,1.17B,34-16.588 N,,120-01.536 W,,582,6/6/2008,7/23/2008,R,200,0,0,0,6/7/2008,0:00:00,7/21/2008,2:12:30,45
Socal26-G,24-080604,454,1.17B,32-55.639 N,,118-37.105 W,,435,6/4/2008,8/2/2008,R,200,0,0,0,6/4/2008,8:00:00,7/28/2008,2:18:45,55
Socal26-H,14-080604,426,1.17B,32-50.823 N,,119-10.606 W,,1012,6/4/2008,8/3/2008,R,200,0,0,1,6/5/2008,0:00:00,7/25/2008,20:58:45,51
Socal26-J,13-080605,453,1.17B,34-08.399 N,,119-59.349 W,,238,6/5/2008,7/23/2008,R,200,0,0,0,6/6/2008,0:00:00,7/23/2008,1:52:30,47
Socal27-A2,05-080802,451,2.00Q,33-13.758 N,,118-16.439 W,,1141,8/2/2008,9/16/2008,R,200,0,0,1,8/2/2008,12:00:00,9/15/2008,14:06:23,44
Socal27-E,24-080803,453,1.17B,32-39.448 N,,119-28.288 W,,1300,8/3/2008,10/19/2008,R,200,0,0,0,8/3/2008,11:00:00,9/26/2008,17:17:30,54
Socal27-H,19-080804,452,1.17B,32-50.841 N,,119-10.489 W,,1018,8/4/2008,10/18/2008,R,200,0,0,1,8/4/2008,12:00:00,9/27/2008,18:18:00,54
Socal28-A2,28-080916,476,2.00*,33-13.424 N,,118-16.773 W,,1150,9/16/2008,10/16/2008,R,200,0,0,1,9/17/2008,0:00:00,10/16/2008,23:16:21,30
Socal29-A2,30-081021,550,2.00*,33-13.282 N,,118-16.495 W,,1141,10/21/2008,12/18/2008,R,200,0,0,0,10/21/2008,1:20:00,12/14/2008,23:15:11,55
Socal29-E,19-081019,452,1.17B,32-39.440 N,,119-28.252 W,,1295,10/19/2008,12/21/2008,R,200,0,0,0,10/19/2008,12:00:00,12/12/2008,18:17:30,55
Socal29-H,24-081020,453,1.17B,32-50.823 N,,119-10.624 W,,1015,10/20/2008,12/17/2008,R,200,0,0,0,10/21/2008,0:00:00,12/14/2008,6:15:00,55
Socal30-H,27-081221,478,2.00Q,32-50.754 N,,119-10.387 W,,1010,12/21/2008,1/12/2009,R,200,0,0,1,12/21/2008,11:00:00,1/12/2009,19:10:04,23
Socal30-J,13-081219,483,1.17B,34-08.364 N,,119-59.336 W,,231,12/19/2008,3/12/2009,R,200,7,5,1,12/18/2008,8:00:00,2/24/2009,16:54:00,68
Socal31-A2,29-090114,480,2.00*,33-13.696 N,,118-16.520 W,,1139,1/14/2009,3/10/2009,R,200,0,0,1,1/14/2009,8:00:00,3/8/2009,12:50:11,54
Socal31-E,26-090113,477,2.00Q,32-39.427 N,,119-28.430 W,,1317,1/13/2009,3/13/2009,R,200,0,0,1,1/13/2009,18:00:00,3/9/2009,0:18:55,55
Socal31-G2,24-090112,481,1.17B,33-08.407 N,,118-52.815 W,,1130,1/12/2009,3/10/2009,R,200,0,0,0,1/13/2009,2:00:00,3/4/2009,22:55:00,50
Socal31-H,30-090112,482,2.00Q,32-50.587 N,,119-10.170 W,,1004,1/12/2009,3/13/2009,R,200,0,0,0,1/13/2009,0:00:00,3/8/2009,6:18:56,55
Socal31-M,19-090113,452,1.17B,33-30.582 N,,119-15.282 W,,895,1/13/2009,3/10/2009,R,200,0,0,0,1/13/2009,6:00:00,3/8/2009,12:18:13,55
Socal31-N,27-090113,478,2.00L,32-22.204 N,,118-33.908 W,,1369,1/13/2009,3/13/2009,R,200,0,0,0,1/14/2009,0:00:00,3/9/2009,6:18:00,54
Socal32-A2,05-090310,400,2.00S,33-13.679 N,,118-16.554 W,,1141,3/10/2009,5/16/2009,R,200,0,0,1,3/10/2009,18:00:00,5/4/2009,0:16:15,55
Socal32-B,25-090312,412,1.17B,34-16.528 N,,120-01.129 W,,577,3/12/2009,5/11/2009,R,200,0,0,0,2/12/2009,18:00:00,5/6/2009,0:15:00,55
Socal32-C,02-090311,413,1.17B,34-18.885 N,,120-48.367 W,,802,3/11/2009,5/17/2009,R,200,0,0,0,3/12/2009,12:00:00,5/5/2009,18:18:45,55
Socal32-E,19-090313,452,1.17B,32-39.409 N,,119-28.419 W,,1308,3/13/2009,5/19/2009,R,200,0,0,0,3/13/2009,20:00:00,5/7/2009,2:17:30,55
Socal32-G2,29-090310,480,2.00S,33-08.408 N,,118-52.811 W,,1126,3/10/2009,5/16/2009,R,200,0,0,0,3/10/2009,18:00:00,5/4/2009,0:18:45,56
Socal32-H,26-090313,477,2.00Q,32-50.587 N,,119-10.170 W,,935,3/13/2009,5/19/2009,R,200,0,0,0,3/14/2009,0:00:00,5/7/2009,6:18:55,55
Socal32-K2,13-090312,483,1.17B,34-00.039 N,,120-32.540 W,,569,3/12/2009,recovered from Japan,R,200,0,0,1,3/13/2009,4:00:00,5/6/2009,10:17:30,54
Socal32-M,24-090310,481,1.17B,33-30.579 N,,119-15.280 W,,1123,3/10/2009,5/16/2009,R,200,0,0,0,3/11/2009,0:00:00,5/4/2009,6:17:00,54
Socal32-N,30-090314,482,2.00S,32-22.205 N,,118-33.905 W,,1295,3/14/2009,5/19/2009,R,200,0,0,1,3/14/2009,6:00:00,5/7/2009,12:18:45,55
Socal32-SS,31-090312,492,2.00S,34-24.366 N,,119-53.440 W,,21,3/12/2009,4/2/2009,R,200,0,0,0,3/12/2009,16:00:00,4/2/2009,23:19:20,21
Socal33-A2,11-090516,494,1.17B,33-13.697 N,,118-16.554 W,,1139,5/16/2009,7/26/2009,R,200,0,0,1,5/16/2009,13:00:00,7/5/2009,11:41:43,50
Socal33-CCE1,27-090517,473,2.01X,33-28.400 N,,122-31.400 W,,3990,5/17/2009,12/13/2009,R,200,20,5,1,5/17/2009,0:00:00,12/15/2009,21:23:45,213
Socal33-E,24-090519,481,1.17B,32-39.379 N,,119-28.389 W,,1313,5/19/2009,7/24/2009,R,200,0,0,0,5/19/2009,6:00:00,7/12/2009,12:18:00,55
Socal33-G2,05-090516,400,2.00S,33-08.411 N,,118-52.832 W,,1126,5/16/2009,12/2/2013,R,200,0,0,1,5/16/2009,15:00:00,7/9/2009,21:17:30,54
Socal33-H,32-090519,488;489;490;491,2.10F,32-50.540 N,,119-10.297 W,,994,5/19/2009,7/22/2009,R,100,0,0,1,5/19/2009,6:30:00,6/13/2009,12:59:00,25
Socal33-M,29-090516,480,2.00S,33-30.580 N,,119-15.253 W,,1120,5/16/2009,7/26/2009,R,200,0,0,1,5/17/2009,0:00:00,7/8/2009,14:55:00,52
Socal33-N,19-090519,452,1.17B,32-22.197 N,,118-33.893 W,,1295,5/19/2009,7/22/2009,R,200,0,0,0,5/19/2009,15:00:00,7/12/2009,21:17:00,54
Socal33-SN,33-090518,495,2.01X,32-54.913 N,,120-22.544 W,,1086,5/18/2009,7/22/2010,R,200,35,5,0,5/19/2009,0:00:00,6/2/2010,9:15:00,379
Socal34-E,32-090724,492,2.01,32-39.539 N,,119-28.632 W,,1334,7/24/2009,9/25/2009,R,200,0,0,1,7/24/2009,8:00:00,9/16/2009,14:16:15,55
Socal34-G2,24-090725,481,1.17B,33-08.559 N,,118-53.588 W,,1106,7/25/2009,9/25/2009,R,200,0,0,0,7/26/2009,6:00:00,9/18/2009,12:17:30,54
Socal34-H,19-090723,560,1.17B,32-50.569 N,,119-10.294 W,,992,7/23/2009,9/25/2009,R,200,0,0,0,7/23/2009,12:00:00,9/15/2009,18:17:30,54
Socal34-M,31-090727,452,2.01,33-30.927 N,,119-14.794 W,,902,7/27/2009,9/25/2009,R,200,0,0,0,7/27/2009,12:00:00,9/16/2009,13:35:58,51
Socal34-N,17-090722,561,1.17B,32-22.186 N,,118-33.885 W,,1287,7/22/2009,9/25/2009,R,200,0,0,0,7/22/2009,20:00:00,9/15/2009,2:18:45,55
Socal34-TB,31-090721,560,2.01,32-39.851 N,,119-15.032 W,,126,7/21/2009,7/23/2009,R,200,0,0,0,7/22/2009,6:00:00,7/23/2009,21:50:43,1
Socal35-G2,31-090925,452,2.01A,33-08.566 N,,118-53.597 W,,1108,9/25/2009,12/5/2009,R,200,0,0,1,9/25/2009,12:00:00,11/16/2009,12:17:30,56
Socal35-H,24-090925,481,1.17B,32-50.564 N,,119-10.279 W,,995,9/25/2009,12/5/2009,R,200,0,0,0,9/25/2009,15:00:00,11/18/2009,21:17:30,55
Socal35-K3,44-090924,577,2.01A,33-54.825 N,,119-33.883 W,,974,9/24/2009,12/16/2009,R,200,0,0,1,9/24/2009,18:00:00,11/11/2009,1:36:15,48
Socal35-M,43-090925,578,2.01A,33-30.923 N,,119-14.779 W,,912,9/25/2009,12/4/2009,R,200,0,0,1,9/25/2009,6:00:00,11/17/2009,17:08:00,53
Socal35-N,19-090925,560,1.17B,32-22.191 N,,118-33.887 W,,1295,9/25/2009,12/6/2009,R,200,0,0,0,9/26/2009,3:00:00,11/19/2009,9:17:30,54
Socal35-P,38-090923,565,2.01A,32-53.598 N,,117-22.714 W,,479,9/23/2009,12/3/2009,R,200,0,0,1,9/24/2009,0:00:00,11/11/2009,21:36:15,49
Socal35-Q,39-090924,566,2.01A,33-49.222 N,,118-37.775 W,,682,9/24/2009,12/4/2009,R,200,0,0,1,9/24/2009,12:00:00,11/17/2009,18:17:30,55
Socal35-R,37-090924,567,2.01A,33-09.596 N,,120-00.580 W,,1208,9/24/2009,12/5/2009,R,200,0,0,1,9/25/2009,0:00:00,11/16/2009,18:42:30,53
Socal35-S,32-090926,492,2.01,32-29.095 N,,118-16.407 W,,1390,9/26/2009,12/6/2009,R,200,0,0,0,9/26/2009,12:00:00,11/15/2009,1:25:00,50
Socal36-H,37-091205,587,2.01A,32-50.550 N,,119-10.266 W,,997,12/5/2009,1/30/2010,R,200,0,0,0,12/6/2009,0:00:00,1/29/2010,6:17:30,54
Socal36-M,39-091204,566,2.01A,33-30.937 N,,119-14.798 W,,912,12/4/2009,1/29/2010,R,200,0,0,1,12/5/2009,0:00:00,1/24/2010,20:54:45,50
Socal36-N,31-091205,585,2.01A,32-22.186 N,,118-33.769 W,,1282,12/5/2009,1/30/2010,R,200,0,0,1,12/6/2009,12:00:00,1/26/2010,8:53:45,51
Socal36-P,29-091203,588,2.02Q,32-53.598 N,,117-22.714 W,,477,12/3/2009,1/12/2010,R,200,0,0,1,12/4/2009,22:00:00,1/12/2010,23:34:00,39
Socal36-Q,17-091204,584,2.01A,33-49.204 N,,118-37.762 W,,687,12/4/2009,1/29/2010,R,200,0,0,0,12/4/2009,18:00:00,1/25/2010,15:40:11,52
Socal36-R,43-091205,578,2.01A,33-09.628 N,,120-00.615 W,,1200,12/5/2009,1/30/2010,R,200,0,0,0,12/8/2009,9:00:00,1/28/2010,14:28:45,51
Socal36-S,19-091206,560,2.01A,32-29.078 N,,118-16.366 W,,1387,12/6/2009,1/30/2010,R,200,0,0,0,12/6/2009,12:00:00,1/29/2010,18:22:30,54
Socal37-H,39-100130,566,2.01A,32-50.554 N,,119-10.272 W,,992,1/30/2010,4/10/2010,R,200,0,0,0,1/30/2010,18:00:00,3/22/2010,23:16:15,52
Socal37-M,29-100129,473,2.01A,33-30.915 N,,119-14.960 W,,891,1/29/2010,4/9/2010,R,200,0,0,0,1/30/2010,0:00:00,3/25/2010,6:18:45,54
Socal37-N,37-100130,587,2.01A,32-22.184 N,,118-33.768 W,,1280,1/30/2010,4/11/2010,R,200,0,0,0,1/31/2010,0:00:00,3/26/2010,6:17:30,54
Socal37-P-DL19,19-100131,577,2.02Q,32-53.595 N,,117-22.709 W,,476,1/31/2010,2/8/2010,R,200,0,0,0,1/31/2010,6:00:00,2/8/2010,23:08:45,9
Socal37-P-DL43,43-100131,578,2.01A,32-53.595 N,,117-22.709 W,,476,1/31/2010,2/8/2010,R,200,0,0,1,1/31/2010,6:00:00,2/7/2010,0:45:00,8
Socal37-Q,45-100129,596,2.01A,33-49.207 N,,118-37.75 W,,671,1/29/2010,4/9/2010,R,200,0,0,0,1/29/2010,18:00:00,3/25/2010,0:17:30,55
Socal37-R,17-100130,584,2.01A,33-09.621 N,,120-00.606 W,,1188,1/30/2010,4/10/2010,R,200,0,0,0,1/30/2010,10:00:00,3/25/2010,16:17:00,54
Socal37-S,31-100130,585,2.01A,32-29.092 N,,118-16.370 W,,1375,1/30/2010,4/11/2010,R,200,0,0,0,1/31/2010,4:00:00,3/20/2010,11:20:00,48
